sep=	
Date	Previp	Ip	Country	City	State	Browser	Platform	Useragent	Bot	Isp	Smart
"17.05.2023 03:44:24"	unknown	223.178.84.180	India	Bhopal	"Madhya Pradesh"	"Safari [16.4]"	"iOS [16.4]"	"Mozilla/5.0 (iPhone; CPU iPhone OS 16_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1"	0	"Bharti Airtel"	
